Recipe Name,Recipe Id,Ingredient Title,subtitle,ingredient,supcs,cuisine
Birria Ramen with Beef,32492,,,2 cups birria broth,,Japanese
Birria Ramen with Beef,32492,,,.20 ounce chili paste crisp spicy,7200846,Japanese
Birria Ramen with Beef,32492,,,.10 ounces cilantro herb,"1048248, 2004612, 2004620, 2219095, 8539017",Japanese
Hot Beef Pepperoni Sub,33072,,,5 ounces sliced beef pepperoni,7229441,Italian
Hot Beef Pepperoni Sub,33072,,,1 each bun hoagie sliced 8-9 inches,"3006293, 1946128, 9228099, 3006319",Italian
Hot Beef Pepperoni Sub,33072,,,4 ounces Arrezzio Riserva Supreme premium shredded mozzarella cheese,2856108,Italian
Hot Beef Pepperoni Sub,33072,,,2 ounces Sysco Imperial pizza sauce,4212965,Italian
Hot Beef Pepperoni Sub,33072,,,3 ounces mild giardiniera,7188500,Italian
Beef Pepperoni Pizza,33073,,,1 each pizza crust parbaked wood fired,"1598602, 6273296, 2972895, 7198464, 6273031, 6273346, 6273361, 6273510, 6274278, 6274542",Italian
Beef Pepperoni Pizza,33073,,,18-20 slices Greco and Sons sliced beef pepperoni,7229441,Italian
Beef Pepperoni Pizza,33073,,,½ cup Sysco Imperial pizza sauce,4212965,Italian
Beef Pepperoni Pizza,33073,,,12 ounces Arrezzio Imperial shredded mozzarella low moisture part skim,6734604,Italian
Chorizo con Papas Street Tacos,32476,,,6 ounces Casa Solana Classic chorizo con papa,7225872,Mexican
Chorizo con Papas Street Tacos,32476,,,6 each tortilla corn yellow 6″,"2284101, 2284117, 2385680, 2385722, 4219705, 5250485",Mexican
Chorizo con Papas Street Tacos,32476,,,3 fluid ounces salsa verde,1822552,Mexican
Chorizo con Papas Street Tacos,32476,,,1 ounce Imperial Fresh cilantro herb,2219095,Mexican
Chorizo con Papas Street Tacos,32476,,,2 ounces Imperial Fresh onion yellow jumbo bag,"1094721, 1048222",Mexican
Chorizo con Papas Street Tacos,32476,,,2 tablespoons Sysco Classic corn oil,4119095,Mexican
Chorizo con Papas Street Tacos,32476,,,1 each Packer limes fresh 200 count,1048313,Mexican
Chorizo con Papas Street Tacos,32476,,,½ ounce Sysco Pica Y Salpica sour cream crema mexicana,"0284861, 0392841, 1203207, 1544113, 4041206, 4434795, 4434811, 5020193",Mexican
Honey Biscuit Sausage and Egg Sandwich,32474,,,2 ¼ ounces Baker’s Source honey nugget biscuit,7224091,American
Honey Biscuit Sausage and Egg Sandwich,32474,,,1 each Wholesome Farms egg in-shell extra-large grade AA usda white,2105849,American
Honey Biscuit Sausage and Egg Sandwich,32474,,,2 ounces Sysco Classic sausage pork patty cooked mild child nutrition,2034908,American
Honey Biscuit Sausage and Egg Sandwich,32474,,,¾ ounce Block & Barrel monterey pepper jack sliced cheese,3554553,American
Chorizo con Papa Tostada,32477,,,3 ounces Casa Solana Classic chorizo con papa,7225872,Mexican
Chorizo con Papa Tostada,32477,,,1 each Casa Solana Classic corn tortilla yellow 6″,"2284101, 2284117, 2385680, 2385722, 4219705, 5250485",Mexican
Chorizo con Papa Tostada,32477,,,¼ cup Sysco Classic corn oil,4119095,Mexican
Chorizo con Papa Tostada,32477,,,1 ounces Sysco Classic cotija cheese,"2370153, 1698879",Mexican
Chorizo con Papa Tostada,32477,,,1 ounces Imperial Fresh roma tomato,6894125,Mexican
Chorizo con Papa Tostada,32477,,,¼ each Packer avocado hass green fresh #2,"6815351, 7493607, 3439652, 8345809, 7681626, 78709128454001, 7006506, 7006508, 2847871, 7155759, 2615296, 8465643",Mexican
Hummus Chicken Masala,32478,,,1 pound Sysco Classic chicken breast random 10 ounce & up,"5231238, 7203474",Indian
Hummus Chicken Masala,32478,,,.50 pound Imperial Fresh onion yellow jumbo bag,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Indian
Hummus Chicken Masala,32478,,,1 ounce Imperial Fresh garlic peeled fresh,"0077172, 1821537",Indian
Hummus Chicken Masala,32478,,,1 ounce Imperial Fresh cilantro herb,"1048248, 2004612, 2004620, 2219095, 8539017",Indian
Hummus Chicken Masala,32478,,,5 ounces Mezete red pepper hummus,7231361,Indian
Hummus Chicken Masala,32478,,,6 ounces pepper green bell choice fresh,1910231,Indian
Hummus Chicken Masala,32478,,,.15 ounces spice mustard seed yellow,"4520805, 884536",Indian
Hummus Chicken Masala,32478,,,1 fluid ounce spice garam masala,8932147,Indian
Hummus Chicken Masala,32478,,,.30 ounces Imperial / McCormick spice coriander ground,"1771373, 4156319, 4929275, 5228671",Indian
Hummus Chicken Masala,32478,,,.30 ounces Sysco Classic spice cumin ground,"2539142, 5239553, 5913439",Indian
Hummus Chicken Masala,32478,,,.15 ounces Imperial / McCormick spice turmeric ground,"1771247, 1771254, 4156859, 5229802",Indian
Hummus Chicken Masala,32478,,,18 ounces Sysco Classic tomato diced in juice california,4113460,Indian
Hummus Chicken Masala,32478,,,2 ounces Wholesome Farms unsalted butter solid grade A,5926910,Indian
Mexican Inspired Shakshuka with Beef Birria,32531,,,1 tablespoon Arrezzio Classic olive oil canola evoo 75/25,"5655618, 6332845",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,1 pound Imperial Fresh onion yellow jumbo bag,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,1.5 ounces Imperial Fresh garlic peeled,"0077172, 1821537",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,1.5 ounces Imperial Fresh jalapeño pepper,"1185156, 1350276, 6832216, 6908206, 6908206, 9767179",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,.15 ounces Sysco Classic Spice Cumin Ground,"2539142, 5239553, 5913439",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,.15 ounces Imperial / McCormick Spice Paprika Smoked,5806750,Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,8 ounces Casa Solana Imperial Birria meat,7230932,Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,1 cup Birra broth,,Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,.01 ounce Imperial / McCormick salt to taste,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,.01 ounce Imperial / McCormick pepper to taste,"5229273, 5229281, 5229356, 5229331",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,1 pound Casa Solana Classic tomato diced fire roasted in juice california,8666828,Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,4 each Wholesome Farms egg in-shell extra-large grade AA usda white,"5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,2 ounces Imperial Fresh cilantro herb,"1048248, 2004612, 2004620, 2219095, 8539017",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,2 ounces cheese queso fresco casero,110619,Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,8 ounces Casa Solana Classic tortilla chip white corn tri,"9550666, 1958044, 7055874, 9888322, 9550666, 6525653, 2272666, 2272650",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,.10 ounce Imperial Fresh parsley italian fresh herb,"1814013, 2058907, 2058972, 2219111, 4509543, 6831515, 7410723",Mexican
Mexican Inspired Shakshuka with Beef Birria,32531,,,.10 ounce Imperial Fresh onion green iceless,"1609403, 7350788, 8113987, 8678120, 9422098, 3262672",Mexican
Beef Bacon Brussels Sprouts,32305,,,1 pound brussels sprouts,2697985,American
Beef Bacon Brussels Sprouts,32305,,,1 ounce Imperial Fresh garlic peeled,"0077172, 1821537",American
Beef Bacon Brussels Sprouts,32305,,,½ ounce Imperial Fresh rosemary herb,"2004810, 2004828, 2004844, 3248684",American
Beef Bacon Brussels Sprouts,32305,,,3 fluid ounces Arrezzio Classic olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",American
Beef Bacon Brussels Sprouts,32305,,,8 ounces Imperial Fresh onion yellow jumbo bag,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",American
Beef Bacon Brussels Sprouts,32305,,,12 ounces Greco & Sons beef bacon,7229414,American
Beef Bacon Brussels Sprouts,32305,,,⅒ ounces Imperial / McCormick salt to taste,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
Beef Bacon Brussels Sprouts,32305,,,⅒ ounces Imperial / McCormick pepper to taste,"5229273, 5229281, 5229356, 5229331",American
Beef Birria Fries,32307,,,28 ounces Sysco Imperial potato fry skin-on 5/16″ extra long recipe choice,1998986,Mexican
Beef Birria Fries,32307,,,20 ounces Casa Solana cheese monterey jack fancy shredded,2476596,Mexican
Beef Birria Fries,32307,,,½ pound Imperial Fresh onion yellow jumbo bag,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Mexican
Beef Birria Fries,32307,,,"1 ounce Imperial Fresh cilantro cleaned, washed & fresh herb","1048248, 2004612, 2004620, 2219095, 8539017",Mexican
Beef Birria Fries,32307,,,12 ounces Casa Solana birria meat,7230932,Mexican
Beef Birria Fries,32307,,,4 ounces Casa Solana guacamole original blend high pressure processed frozen,1619469,Mexican
Beef Birria Fries,32307,,,4 ounces Wholesome Farms Classic cream sour all natural grade A,"0284861, 0392841, 1203207, 1544113, 4041206, 4434795, 4434811, 5020193",Mexican
Beef Birria Fries,32307,,,2 ounces Imperial Fresh salsa pico de gallo,"1531744, 7225568, 3010638",Mexican
Beef Bacon Black and Blue Wedge Salad,32310,,,½ Sysco Fresh Point Natural lettuce iceberg,"1675610, 1906759, 1908318",American
Beef Bacon Black and Blue Wedge Salad,32310,,,¼ cup Imperial Fresh tomato grape,"3964764, 4724908, 5198767, 6017263, 6017370, 9398900",American
Beef Bacon Black and Blue Wedge Salad,32310,,,2 ounces Sysco Imperial cheese blue crumble style chunk,1012327,American
Beef Bacon Black and Blue Wedge Salad,32310,,,2 ounces Sysco Imperial blue cheese fromage dressing,4084901,American
Beef Bacon Black and Blue Wedge Salad,32310,,,1 ounce Imperial Fresh Carrots Matchstick Shredded,"1675750, 5775507, 2227007",American
Beef Bacon Black and Blue Wedge Salad,32310,,,1 ounce Sysco Classic pecan halves medium fancy raw,7078389,American
Beef Bacon Black and Blue Wedge Salad,32310,,,6 ounces Greco beef bacon,7229414,American
Beef Bacon Black and Blue Wedge Salad,32310,,,⅒ ounces Imperial Fresh onion green iceless,"1609403, 7350788, 8113987, 8678120, 9422098, 3262672",American
3+1 Bean Salad,32299,,,16 ounces Sysco Fresh Point Natural garbanzo,7089051,American
3+1 Bean Salad,32299,,,½ ounce Imperial Fresh baby dill herb,2005148,American
3+1 Bean Salad,32299,,,½ cup Arrezzio Imperial white balsamic vinegar,7013162,American
3+1 Bean Salad,32299,,,4 ounces Sysco Classic honey pure clover grade 1 in jug,"4361432, 8826893, 3374097, 3530128, 5611645, 4460176, 4932000",American
3+1 Bean Salad,32299,,,2 each Reliance Fresh lemon choice fresh,"2252138, 2445781, 2252013, 2252039, 2252054, 2252070, 2252088, 2252138",American
3+1 Bean Salad,32299,,,1 cup Arrezzio Classic oil olive canola evoo 75/25,"5655618, 6332845",American
3+1 Bean Salad,32299,,,16 ounces Sysco Fresh Point Natural pinto beans,7089040,American
3+1 Bean Salad,32299,,,16 ounces Sysco Fresh Point Natural black beans,7089040,American
3+1 Bean Salad,32299,,,4 ounces Arrezzio Imperial roasted red pepper whole imported,1630631,American
3+1 Bean Salad,32299,,,4 ounces Imperial Fresh onion red medium bag,2175339,American
3+1 Bean Salad,32299,,,6 ounces Sysco Supreme whole green bean haricot verts,9491010,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,.5 each avocado hass green fresh #2,"6815351, 7493607, 3439652, 8345809, 7681626, 78709128454001, 7006506, 7006508, 2847871, 7155759, 2615296, 8465643",American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,2 fluid ounces Sysco Imperial mayonnaise culinary premium,4002416,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,1 each Reliance Fresh lemon choice,"2252138, 2445781, 2252013, 2252039, 2252054, 2252070, 2252088, 2252138",American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,.5 ounces Wholesome Farms unsalted butter solid grade A,5926910,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,1 bread focaccia rustic square 4.5″,5859523,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,.10 ounce Imperial/ McCormick salt to taste,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,.10 ounce Imperial/ McCormick pepper to taste,"5229273, 5229281, 5229356, 5229331",American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,4 ounces Greco & Sons beef bacon,7229414,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,.15 ounces Imperial Fresh lettuce leaf ultimate burger,4966123,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,1.5 ounces Arrezzio Imperial tomato roasted red wedges,5224387,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,1 each skewer bamboo side twisted 4.7 Inch,840613,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,1 units Block & Barrel original kettle potato chips,2766104,American
"B.B.L.A.T. (Beef, Bacon, Lettuce, Avocado, & Tomato)",32301,,,1 slice Imperial Fresh tomato 2 layer 5×6 fresh,"1763440, 1008663",American
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,2 ounces Sysco Fresh Point Natural garbanzo,7089051,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,3 ounces Mezete hummus,7231355,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,3 tablespoons Arrezzio Classic olive oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.5 each Reliance Fresh lemon choice,"2252138, 2445781, 2252013, 2252039, 2252054, 2252070, 2252088, 2252138",Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.15 ounces Imperial Fresh mint herb,"2037109, 2037117, 2037125, 4509436, 7187552",Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.15 ounces Imperial Fresh basil herb,2004513,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.15 ounces Imperial / McCormick salt to taste,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.15 ounces Imperial / McCormick pepper to taste,"5229273, 5229281, 5229356, 5229331",Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.15 ounces Imperial Fresh cilantro herb,2219095,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,2 ounces Sysco Imperial pitted kalamata olives,5429766,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,3 ounces Sysco Imperial feta cheese,9768342,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,.05 ounces Imperial / McCormick peri peri blend seasoning,9904357,Mediterranean
Mezete Hummus Flatbread with Roasted Garbanzos,32439,,,1 each Sysco Simply Plant Based pizza crust par baked cauliflower,7071080,Mediterranean
Pulled Pork Honey Biscuit,32438,,,4 ½ ounces Baker’s Source Imperial honey nugget biscuit,7224091,American
Pulled Pork Honey Biscuit,32438,,,¼ pound Block & Barrel Rotisserie pork bbq pulled smoked cooked,4648481,American
Pulled Pork Honey Biscuit,32438,,,2 ounces Sysco Imperial sweet and tangy bbq sauce,"4602732, 4606228, 4606261, 4606329, 4606388, 4606293",American
Roasted Garbanzo Beans,32437,,,16 ounces Sysco Fresh Point Natural garbanzos,7089051,Middle Eastern
Roasted Garbanzo Beans,32437,,,½ fluid ounce Arrezzio Classic olive oil canola evoo 75/25,"5655618, 6332845",Middle Eastern
Roasted Garbanzo Beans,32437,,,4 tablespoons Imperial / McCormick  Peri Peri blend seasoning,9904357,Middle Eastern
Kick’d Up Black Bean Burger,32459,,,2 tablespoons Arrezzio Classic olive oil canola evo 75/25,"5655618, 6332845",American
Kick’d Up Black Bean Burger,32459,,,1 cup Imperial Fresh shredded matchstick carrots,"3289446, 1675750",American
Kick’d Up Black Bean Burger,32459,,,6 ounces Imperial Fresh onion yellow jumbo bag,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",American
Kick’d Up Black Bean Burger,32459,,,2 tablespoons Imperial Fresh garlic peeled,"1821537, 7127443, 8853954",American
Kick’d Up Black Bean Burger,32459,,,2 tablespoons Imperial Fresh jalapeño pepper,"1185156, 1350276, 6832216, 6908206, 6908206, 9767179",American
Kick’d Up Black Bean Burger,32459,,,½ pound Imperial Fresh mushroom crimini unszd,3758844,American
Kick’d Up Black Bean Burger,32459,,,1 tablespoon corn starch,4032991,American
Kick’d Up Black Bean Burger,32459,,,3 cups Sysco Fresh Point black beans,7089040,American
Kick’d Up Black Bean Burger,32459,,,1 tablespoon Imperial Fresh cilantro clean wash fresh herb,"1048248, 2004612, 2004620, 2219095, 8539017",American
Kick’d Up Black Bean Burger,32459,,,4 tablespoons Imperial Fresh onion green iceless,"1609403, 7350788, 8113987, 8678120, 9422098, 3262672",American
Kick’d Up Black Bean Burger,32459,,,3 ½ cups cereal hot oat old fashioned,8563280,American
Kick’d Up Black Bean Burger,32459,,,1 tablespoon Imperial / McCormick seasoning blend Peri Peri,9904357,American
Kick’d Up Black Bean Burger,32459,,,1 tablespoon Imperial / McCormick spice turmeric ground,"1771247, 1771254, 4156859, 5229802",American
Mediterranean Cobb Salad,32458,,,1 fluid ounce Sysco Natural pasteurized lemon juice,3944574,Mediterranean
Mediterranean Cobb Salad,32458,,,3 ounces water,,Mediterranean
Mediterranean Cobb Salad,32458,,,.05 ounces Imperial / McCormick spice crushed red pepper,"5913454, 5229448, 9806423",Mediterranean
Mediterranean Cobb Salad,32458,,,.05 ounces Mezete hummus,7231355,Mediterranean
Mediterranean Cobb Salad,32458,,,.05 ounces Mezete red pepper hummus,7231361,Mediterranean
Mediterranean Cobb Salad,32458,,,.05 ounces Imperial Fresh oregano herb,"2005312, 2005320, 2005346",Mediterranean
Mediterranean Cobb Salad,32458,,,1 fluid ounce Arrezzio Classic oil olive canola evoo 75/25,"5655618, 6332845",Mediterranean
Mediterranean Cobb Salad,32458,,,1 each Imperial Fresh artisan romaine lettuce,"0475137, 5685045, 0546804, 1091168, 1675891, 1723816, 1916519, 1919745, 2189819, 2416691, 2678706, 3100922, 7021678, 7047854, 7199680, 8188841",Mediterranean
Mediterranean Cobb Salad,32458,,,1 ounce Sysco Imperial olive kalamata pitted plastic keg,5429766,Mediterranean
Mediterranean Cobb Salad,32458,,,1 ounce Arrezzio Imperial roasted red pepper whole imported,1630631,Mediterranean
Mediterranean Cobb Salad,32458,,,.25 Sysco International Imperial capers nonpareil imported,"2358806, 5535679, 5535687, 4127304",Mediterranean
